128 1000 DeathAge 1.0 15 1 1.0 1 0.5
128 1000 DeathAge 1.0 15 1 1.0 1 0.8
128 1000 DeathAge 1.0 15 1 1.0 1 0.9
128 1000 DeathAge 1.0 15 1 1.0 2 0.5
128 1000 DeathAge 1.0 15 1 1.0 2 0.8
128 1000 DeathAge 1.0 15 1 1.0 2 0.9
128 1000 DeathAge 1.0 15 1 1.0 3 0.5
128 1000 DeathAge 1.0 15 1 1.0 3 0.8
128 1000 DeathAge 1.0 15 1 1.0 3 0.9
128 1000 DeathAge 1.0 15 1 1.0 4 0.5
128 1000 DeathAge 1.0 15 1 1.0 4 0.8
128 1000 DeathAge 1.0 15 1 1.0 4 0.9
128 1000 DeathAge 1.0 15 1 1.0 5 0.5
128 1000 DeathAge 1.0 15 1 1.0 5 0.8
128 1000 DeathAge 1.0 15 1 1.0 5 0.9
128 1000 DeathAge 2.0 15 1 1.0 1 0.5
128 1000 DeathAge 2.0 15 1 1.0 1 0.8
128 1000 DeathAge 2.0 15 1 1.0 1 0.9
128 1000 DeathAge 2.0 15 1 1.0 2 0.5
128 1000 DeathAge 2.0 15 1 1.0 2 0.8
128 1000 DeathAge 2.0 15 1 1.0 2 0.9
128 1000 DeathAge 2.0 15 1 1.0 3 0.5
128 1000 DeathAge 2.0 15 1 1.0 3 0.8
128 1000 DeathAge 2.0 15 1 1.0 3 0.9
128 1000 DeathAge 2.0 15 1 1.0 4 0.5
128 1000 DeathAge 2.0 15 1 1.0 4 0.8
128 1000 DeathAge 2.0 15 1 1.0 4 0.9
128 1000 DeathAge 2.0 15 1 1.0 5 0.5
128 1000 DeathAge 2.0 15 1 1.0 5 0.8
128 1000 DeathAge 2.0 15 1 1.0 5 0.9
128 1000 DeathAge 3.0 15 1 1.0 1 0.5
128 1000 DeathAge 3.0 15 1 1.0 1 0.8
128 1000 DeathAge 3.0 15 1 1.0 1 0.9
128 1000 DeathAge 3.0 15 1 1.0 2 0.5
128 1000 DeathAge 3.0 15 1 1.0 2 0.8
128 1000 DeathAge 3.0 15 1 1.0 2 0.9
128 1000 DeathAge 3.0 15 1 1.0 3 0.5
128 1000 DeathAge 3.0 15 1 1.0 3 0.8
128 1000 DeathAge 3.0 15 1 1.0 3 0.9
128 1000 DeathAge 3.0 15 1 1.0 4 0.5
128 1000 DeathAge 3.0 15 1 1.0 4 0.8
128 1000 DeathAge 3.0 15 1 1.0 4 0.9
128 1000 DeathAge 3.0 15 1 1.0 5 0.5
128 1000 DeathAge 3.0 15 1 1.0 5 0.8
128 1000 DeathAge 3.0 15 1 1.0 5 0.9
128 1000 DeathAge 4.0 15 1 1.0 1 0.5
128 1000 DeathAge 4.0 15 1 1.0 1 0.8
128 1000 DeathAge 4.0 15 1 1.0 1 0.9
128 1000 DeathAge 4.0 15 1 1.0 2 0.5
128 1000 DeathAge 4.0 15 1 1.0 2 0.8
128 1000 DeathAge 4.0 15 1 1.0 2 0.9
128 1000 DeathAge 4.0 15 1 1.0 3 0.5
128 1000 DeathAge 4.0 15 1 1.0 3 0.8
128 1000 DeathAge 4.0 15 1 1.0 3 0.9
128 1000 DeathAge 4.0 15 1 1.0 4 0.5
128 1000 DeathAge 4.0 15 1 1.0 4 0.8
128 1000 DeathAge 4.0 15 1 1.0 4 0.9
128 1000 DeathAge 4.0 15 1 1.0 5 0.5
128 1000 DeathAge 4.0 15 1 1.0 5 0.8
128 1000 DeathAge 4.0 15 1 1.0 5 0.9
128 1000 DeathAge 5.0 15 1 1.0 1 0.5
128 1000 DeathAge 5.0 15 1 1.0 1 0.8
128 1000 DeathAge 5.0 15 1 1.0 1 0.9
128 1000 DeathAge 5.0 15 1 1.0 2 0.5
128 1000 DeathAge 5.0 15 1 1.0 2 0.8
128 1000 DeathAge 5.0 15 1 1.0 2 0.9
128 1000 DeathAge 5.0 15 1 1.0 3 0.5
128 1000 DeathAge 5.0 15 1 1.0 3 0.8
128 1000 DeathAge 5.0 15 1 1.0 3 0.9
128 1000 DeathAge 5.0 15 1 1.0 4 0.5
128 1000 DeathAge 5.0 15 1 1.0 4 0.8
128 1000 DeathAge 5.0 15 1 1.0 4 0.9
128 1000 DeathAge 5.0 15 1 1.0 5 0.5
128 1000 DeathAge 5.0 15 1 1.0 5 0.8
128 1000 DeathAge 5.0 15 1 1.0 5 0.9
128 1000 QALY 1.0 15 1 1.0 1 0.5
128 1000 QALY 1.0 15 1 1.0 1 0.8
128 1000 QALY 1.0 15 1 1.0 1 0.9
128 1000 QALY 1.0 15 1 1.0 2 0.5
128 1000 QALY 1.0 15 1 1.0 2 0.8
128 1000 QALY 1.0 15 1 1.0 2 0.9
128 1000 QALY 1.0 15 1 1.0 3 0.5
128 1000 QALY 1.0 15 1 1.0 3 0.8
